datetime,Q_m3d
2008-10-01,188.02085980074645
2008-10-02,164.7765740006678
2008-10-03,166.13115921750546
2008-10-04,167.25774494240017
2008-10-05,169.3633873091676
2008-10-06,196.34779776735934
2008-10-07,188.23369820115357
2008-10-08,257.26389732059334
2008-10-09,230.17219298384023
2008-10-10,231.08419095161213
2008-10-11,320.13811015757295
2008-10-12,340.33618279675613
2008-10-13,281.12337356568435
2008-10-14,342.2674726108613
2008-10-15,376.9233953861931
2008-10-16,317.6032922765599
2008-10-17,186.44993747007032
2008-10-18,158.74129333158913
2008-10-19,171.42879447147456
2008-10-20,230.88301492930947
2008-10-21,242.61828289696246
2008-10-22,197.44756002261366
2008-10-23,222.28609290957746
2008-10-24,219.56351074108193
2008-10-25,226.80584754397634
2008-10-26,245.64933496632196
2008-10-27,211.14094127401216
2008-10-28,187.56311146014482
2008-10-29,202.8659008899643
2008-10-30,266.06199536262807
2008-10-31,265.4852907653605
2008-11-01,191.53298496691656
2008-11-02,168.20246754313325
2008-11-03,249.06932734546655
2008-11-04,256.31166414836093
2008-11-05,221.53503575964766
2008-11-06,206.55412796551238
2008-11-07,273.65303727084694
2008-11-08,264.82811575917196
2008-11-09,262.53470910492206
2008-11-10,260.6034192908169
2008-11-11,258.33683610620733
2008-11-12,306.78002227667884
2008-11-13,368.56788459322416
2008-11-14,343.75617517590075
2008-11-15,355.14273803822914
2008-11-16,464.5556707012153
2008-11-17,444.3441863272119
2008-11-18,449.722291990102
2008-11-19,452.88746140766324
2008-11-20,441.42042813641376
2008-11-21,384.3266730069296
2008-11-22,373.2217565758248
2008-11-23,419.37153609204637
2008-11-24,343.1928823134534
2008-11-25,249.61920847309372
2008-11-26,197.7788298726722
2008-11-27,292.4670188765882
2008-11-28,265.1231739252158
2008-11-29,242.68534157106333
2008-11-30,238.12535173220388
2008-12-01,257.35777946433456
2008-12-02,244.42886709768607
2008-12-03,257.9478957964223
2008-12-04,250.18250133554105
2008-12-05,233.0020690308971
2008-12-06,253.54884677540497
2008-12-07,240.51264053019503
2008-12-08,250.27638347928226
2008-12-09,260.4156550033344
2008-12-10,261.30082950146596
2008-12-11,246.8698028349579
2008-12-12,233.8067731201076
2008-12-13,237.88394050544073
2008-12-14,267.0812872089613
2008-12-15,275.5172684108513
2008-12-16,235.33571088960753
2008-12-17,225.4378505923185
2008-12-18,242.41710687465985
2008-12-19,256.9688391545495
2008-12-20,248.76085744460255
2008-12-21,249.8874431694972
2008-12-22,251.59073349165942
2008-12-23,250.73238246316822
2008-12-24,255.23872536274698
2008-12-25,251.67120390058045
2008-12-26,259.691421323045
2008-12-27,272.0972760317067
2008-12-28,
2008-12-29,
2008-12-30,
2008-12-31,270.7756105276095
2009-01-01,270.32692703544365
2009-01-02,288.94241496584624
2009-01-03,279.05796640337746
2009-01-04,269.73681070335596
2009-01-05,273.22386175660137
2009-01-06,271.0243372460927
2009-01-07,
2009-01-08,
2009-01-09,
2009-01-10,
2009-01-11,261.60929940233
2009-01-12,257.5053085473565
2009-01-13,263.88929432175973
2009-01-14,263.1784723762905
2009-01-15,262.6688264531238
2009-01-16,241.60569691803923
2009-01-17,258.7391881508126
2009-01-18,261.36788817556686
2009-01-19,262.65541471830363
2009-01-20,261.68976981125104
2009-01-21,259.11471672577744
2009-01-22,256.86154527598814
2009-01-23,254.13896310749263
2009-01-24,254.01825749411103
2009-01-25,251.711439105041
2009-01-26,214.05262890347217
2009-01-27,296.2008458505249
2009-01-28,260.81800704793966
2009-01-29,219.22687619709552
