datetime,Q_m3d
1990-01-01,1174.318425988075
1990-01-02,1157.218210624203
1990-01-03,1167.3228833392184
1990-01-04,1231.2155061987755
1990-01-05,1173.5411434715352
1990-01-06,1178.9821210873129
1990-01-07,1168.8774483722975
1990-01-08,1189.086793802328
1990-01-09,1397.7094212415668
1990-01-10,1443.7245462207136
1990-01-11,1293.7090205285629
1990-01-12,1229.6609411656968
1990-01-13,1189.8640763188675
1990-01-14,1183.6458161865505
1990-01-15,1214.7371168481359
1990-01-16,1620.5702279995646
1990-01-17,8142.811643269191
1990-01-18,1695.8749945861712
1990-01-19,1234.1691797616265
1990-01-20,1218.6235294308337
1990-01-21,1178.9821210873129
1990-01-22,1148.668102942267
1990-01-23,1209.7625087422828
1990-01-24,3521.0897999245353
1990-01-25,1862.3689096289595
1990-01-26,1292.620825005407
1990-01-27,1240.5428963972524
1990-01-28,1183.6458161865505
1990-01-29,1160.3273406903616
1990-01-30,1171.986578438456
1990-01-31,1137.0088651941726
1990-02-01,1349.5179052161097
1990-02-02,1243.496569960102
1990-02-03,1157.9954931407426
1990-02-04,1130.7906050618556
1990-02-05,2056.2231692539435
1990-02-06,1884.1328200920693
1990-02-07,1647.838935064021
1990-02-08,2919.47313212286
1990-02-09,1671.1574105602099
1990-02-10,1329.3085597860786
1990-02-11,1249.714830092419
1990-02-12,1257.4876552578162
1990-02-13,1342.366906063945
1990-02-14,1205.4097266496603
1990-02-15,1189.8640763188675
1990-02-16,1197.636901484264
1990-02-17,1199.9687490338827
1990-02-18,1209.2961392323584
1990-02-19,1221.7326594969923
1990-02-20,1187.5322287692486
1990-02-21,1222.5099420135323
1990-02-22,1267.5923279728313
1990-02-23,1309.410127362664
1990-02-24,1300.7045631774197
1990-02-25,1216.1362253779073
1990-02-26,1233.391897245087
1990-02-27,1238.2110488476326
1990-02-28,1218.0017034176024
1990-03-01,1331.3294943290819
1990-03-02,2823.0901000719455
1990-03-03,1748.8856622141734
1990-03-04,1232.7700712318551
1990-03-05,1150.999950491886
1990-03-06,1138.5634302272524
1990-03-07,1129.0805835254687
1990-03-08,13093.790360620034
1990-03-09,9591.666254099066
1990-03-10,4492.856584023611
1990-03-11,13414.341670440981
1990-03-12,5392.786099751971
1990-03-13,5538.915212861422
1990-03-14,6322.415989533372
1990-03-15,5322.830673263404
1990-03-16,3954.813444153651
1990-03-17,3399.833727344353
1990-03-18,3182.194622713256
1990-03-19,2796.662494509598
1990-03-20,2547.9320892169158
1990-03-21,2378.484500611276
1990-03-22,2153.0725708147825
1990-03-23,2128.199530285514
1990-03-24,2218.3643022041115
1990-03-25,2185.7184365094467
1990-03-26,2064.4623639292645
1990-03-27,2006.9434577053314
1990-03-28,1936.9880312167643
1990-03-29,1738.0037069826187
1990-03-30,1523.9401019276033
